Date,Open,High,Low,Close,Volume,Adj Close
7/3/06,21.33,23.200001,19.92,22.23,348400,21.182529
6/1/06,19,21.25,16.290001,21,535100,20.010487
5/1/06,24.799999,26.559999,18.35,19.610001,736100,18.685984
4/3/06,18.27,24.360001,18.129999,24.34,754200,23.193108
3/1/06,17.290001,18.35,15.5,18.17,427100,17.313835
2/1/06,18.1,18.700001,16.24,17.1,592500,16.294254
1/3/06,16.49,18.440001,16.299999,17.940001,785200,17.094673
12/1/05,16.120001,16.91,14.66,16.129999,444400,15.369959
11/1/05,13.41,16.75,13.3,15.73,606100,14.988807
10/3/05,15.72,15.95,13.59,13.62,444000,12.97823
9/1/05,13.6,16.700001,13.53,15.72,647800,14.979279
8/1/05,13.37,15.22,12.77,13.32,465500,12.692366
7/1/05,14.19,14.27,12.7,13.3,310800,12.673308
6/1/05,12.35,15.08,12.35,14.06,429100,13.397498
5/2/05,11.75,13.34,11.05,12.49,273300,11.901475
4/1/05,12.38,12.89,11,11.89,291500,11.329747
3/1/05,13.4,14.24,11.47,12.36,386700,11.7776
2/1/05,11.52,13.87,10.33,13.69,354900,13.044931
1/3/05,11.06,11.7,9.95,11.61,248700,11.062941
12/1/04,12.8,13.06,11.1,11.42,276500,10.881893
11/1/04,10.92,13.25,10.24,12.68,437700,12.082522
10/1/04,9.97,11.45,9.61,10.88,353800,10.367338
9/1/04,9.6,10.05,9.16,9.87,303500,9.404928
8/2/04,8.25,9.67,7.9,9.52,384200,9.071421
7/1/04,8.62,9.7,7.75,8.21,431800,7.823147
6/1/04,18.6,18.690001,8.13,8.82,349800,8.404404
5/3/04,16.9,18.950001,15,18.190001,454700,8.666447
4/1/04,20.48,23,16.27,16.709999,795700,7.961315
3/1/04,20.120001,20.75,17.41,19.67,692000,9.371578
2/2/04,21.780001,23.91,19.17,19.870001,684800,9.466866
1/2/04,28.299999,28.719999,20.75,22,832500,10.481684
12/1/03,27.700001,29.190001,24.290001,27.35,729400,13.030639
11/3/03,22.01,28.08,20.9,27.299999,954900,13.006816
10/1/03,23.24,24.43,21.51,22.030001,956700,10.495977
9/2/03,24.200001,27.27,21.9,23,1120700,10.958124
8/1/03,19.200001,25.59,19.200001,24.24,885000,11.548909
7/1/03,17.379999,20.4,15.09,19.690001,514000,9.381107
6/2/03,17.299999,18.870001,15.62,17,651700,8.099483
5/1/03,15.05,21.25,14.87,17.469999,817500,8.323409
4/1/03,13.5,16.049999,12.25,15.01,451900,7.151367
3/3/03,24.23,24.950001,9.55,13.06,716200,6.222309
2/3/03,29.4,33.700001,24.5,25.450001,1502200,6.062701
1/2/03,29.700001,34.25,27.549999,29.25,1363100,6.967937
12/2/02,17,31.799999,16.950001,29.360001,854900,6.994142
11/1/02,16.799999,17.809999,16.75,17,103400,4.049741
10/1/02,18.09,18.1,14.6,16.799999,51800,4.002097
9/3/02,15.75,19.5,15.7,18.08,139100,4.307019
8/1/02,12.8,15.99,12.8,15.25,132800,3.632856
7/30/02,12.4,12.84,12.4,12.8,64400,3.049217
